0.000000, 864.171549
0.005086, 3908.352362
0.007039, 2740.584583
0.009079, 2370.870109
0.011134, 2166.481733
0.013201, 2022.647018
0.015279, 1910.039069
0.017365, 1817.874850
0.019458, 1739.951682
0.021557, 1668.767344
0.023660, 1589.329844
0.025767, 1480.203264
0.027876, 1327.836152
0.029988, 1140.731863
0.032102, 947.138984
0.034217, 778.866479
0.036333, 656.145162
0.038451, 582.932661
0.040569, 551.228669
0.042688, 548.305197
0.044807, 562.436497
0.046927, 585.951956
0.049048, 616.133376
0.051168, 654.486016
0.053289, 704.544505
0.055410, 768.627123
0.057531, 844.713895
0.059653, 925.027626
0.061774, 997.285676
0.063895, 1048.232363
0.066017, 1067.880502
0.068139, 1052.635681
0.070260, 1006.183804
0.072382, 938.116606
0.074504, 861.118995
0.076626, 787.817536
0.078748, 728.190855
0.080870, 688.035208
0.082992, 668.588221
0.085114, 667.122880
0.087236, 678.181734
0.089358, 695.052287
0.091481, 711.119944
0.093603, 720.843448
0.095725, 720.258255
0.097847, 707.062379
0.099969, 680.444309
0.102091, 640.825484
0.104213, 589.636870
0.106335, 529.162970
0.108458, 462.415165
0.110580, 392.969310
0.112702, 324.724476
0.114824, 261.589371
0.116946, 207.147826
0.119068, 164.377503
0.121190, 135.475370
0.123312, 121.803331
0.125434, 123.925663
0.127556, 141.678342
0.129678, 174.214768
0.131800, 219.999346
0.133922, 276.760805
0.136044, 341.448537
0.138166, 410.251552
0.140288, 478.732384
0.142409, 542.095446
0.144531, 595.572557
0.146653, 634.874524
0.148775, 656.636196
0.150897, 658.782706
0.153019, 640.757711
0.155141, 603.581687
0.157263, 549.739019
0.159384, 482.917102
0.161506, 407.640311
0.163628, 328.850027
0.165750, 251.480170
0.167872, 180.073171
0.169994, 118.466990
0.172115, 69.573422
0.174237, 35.255345
0.176359, 16.300071
0.178481, 12.476637
0.180603, 22.659604
0.182724, 44.998655
0.184846, 77.113003
0.186968, 116.291579
0.189090, 159.684242
0.191211, 204.473661
0.193333, 248.022551
0.195455, 287.994296
0.197577, 322.446905
0.199698, 349.901256
0.201820, 369.383619
0.203942, 380.441684
0.206064, 383.132925
0.208185, 377.984155
0.210307, 365.923065
0.212429, 348.184970
0.214550, 326.201001
0.216672, 301.476759
0.218794, 275.473688
0.220915, 249.501612
0.223037, 224.636959
0.225159, 201.670929
0.227281, 181.093118
0.229402, 163.108966
0.231524, 147.686618
0.233646, 134.624580
0.235767, 123.629784
0.237889, 114.394849
0.240011, 106.664955
0.242132, 100.285828
0.244254, 95.228290
0.246376, 91.588318
0.248498, 89.564057
0.250619, 89.415019
0.252741, 91.409732
0.254863, 95.769391
0.256984, 102.615130
0.259106, 111.924405
0.261228, 123.502260
0.263349, 136.969399
0.265471, 151.768345
0.267593, 167.186681
0.269714, 182.395098
0.271836, 196.496929
0.273958, 208.585194
0.276079, 217.803765
0.278201, 223.405973
0.280323, 224.810256
0.282444, 221.646232
0.284566, 213.789164
0.286687, 201.379961
0.288809, 184.828657
0.290931, 164.800655
0.293052, 142.185695
0.295174, 118.051047
0.297295, 93.580860
0.299417, 70.006540
0.301538, 48.531550
0.303660, 30.256535
0.305782, 16.109912
0.307903, 6.789054
0.310025, 2.716429
0.312146, 4.014022
0.314268, 10.497532
0.316389, 21.691014
0.318511, 36.860173
0.320632, 55.061866
0.322754, 75.205647
0.324875, 96.122811
0.326997, 116.637883
0.329118, 135.637563
0.331240, 152.132929
0.333362, 165.310629
0.335483, 174.570851
0.337605, 179.550579
0.339726, 180.131124
0.341848, 176.430973
0.343969, 168.785161
0.346091, 157.713442
0.348213, 143.880243
0.350334, 128.048961
0.352456, 111.034166
0.354577, 93.654555
0.356699, 76.689331
0.358820, 60.840475
0.360942, 46.702614
0.363064, 34.741651
0.365185, 25.282638
0.367307, 18.506778
0.369428, 14.456785
0.371550, 13.049428
0.373672, 14.093538
0.375793, 17.311714
0.377915, 22.363855
0.380036, 28.870637
0.382158, 36.435457
0.384279, 44.663195
0.386401, 53.176243
0.388523, 61.625598
0.390644, 69.698626
0.392766, 77.123171
0.394887, 83.668770
0.397009, 89.146193
0.399130, 93.405722
0.401252, 96.335192
0.403373, 97.858437
0.405495, 97.934747
0.407616, 96.559069
0.409738, 93.762875
0.411860, 89.615989
0.413981, 84.228186
0.416103, 77.750090
0.418224, 70.372970
0.420346, 62.326611
0.422467, 53.874948
0.424589, 45.309225
0.426710, 36.938611
0.428832, 29.078543
0.430953, 22.037270
0.433075, 16.101279
0.435196, 11.520449
0.437318, 8.493906
0.439439, 7.157545
0.441561, 7.574170
0.443682, 9.727053
0.445804, 13.517565
0.447925, 18.767229
0.450047, 25.224306
0.452168, 32.574748
0.454290, 40.456959
0.456411, 48.479611
0.458533, 56.241529
0.460654, 63.352488
0.462776, 69.453677
0.464897, 74.236613
0.467019, 77.459334
0.469140, 78.958919
0.471262, 78.659587
0.473383, 76.575933
0.475505, 72.811099
0.477626, 67.550109
0.479748, 61.048813
0.481869, 53.619157
0.483991, 45.611759
0.486113, 37.396827
0.488234, 29.344578
0.490356, 21.806295
0.492477, 15.097067
0.494599, 9.481092
0.496720, 5.160347
0.498842, 2.266963
0.500963, 0.859649
0.503085, 0.924105
0.505206, 2.377204
0.507328, 5.074461
0.509449, 8.820236
0.511571, 13.379874
0.513692, 18.493077
0.515814, 23.887718
0.517935, 29.293271
0.520057, 34.453248
0.522178, 39.136078
0.524300, 43.143991
0.526421, 46.319669
0.528543, 48.550492
0.530665, 49.770450
0.532786, 49.959827
0.534908, 49.142898
0.537029, 47.383985
0.539151, 44.782186
0.541272, 41.465173
0.543394, 37.582443
0.545515, 33.298268
0.547637, 28.784780
0.549758, 24.215308
0.551880, 19.758207
0.554001, 15.571278
0.556123, 11.796905
0.558244, 8.557968
0.560366, 5.954546
0.562487, 4.061243
0.564609, 2.925550
0.566730, 2.566851
0.568852, 2.976249
0.570973, 4.117205
0.573095, 5.926972
0.575216, 8.318819
0.577338, 11.185041
0.579459, 14.400717
0.581580, 17.828119
0.583702, 21.321706
0.585823, 24.733535
0.587945, 27.918932
0.590066, 30.742200
0.592188, 33.082152
0.594309, 34.837195
0.596431, 35.929776
0.598552, 36.309864
0.600674, 35.957360
0.602795, 34.883297
0.604917, 33.129500
0.607038, 30.767000
0.609160, 27.893033
0.611281, 24.626767
0.613403, 21.103956
0.615524, 17.470807
0.617646, 13.877257
0.619768, 10.470095
0.621889, 7.386186
0.624011, 4.746205
0.626132, 2.649178
0.628254, 1.168066
0.630375, 0.346699
0.632497, 0.198131
0.634618, 0.704513
0.636740, 1.818489
0.638861, 3.465988
0.640983, 5.550278
0.643104, 7.957023
0.645226, 10.560100
0.647347, 13.227826
0.649469, 15.829326
0.651590, 18.240611
0.653712, 20.350178
0.655833, 22.063854
0.657955, 23.308608
0.660076, 24.035240
0.662198, 24.219831
0.664319, 23.863964
0.666441, 22.993677
0.668562, 21.657403
0.670684, 19.922903
0.672805, 17.873442
0.674927, 15.603454
0.677048, 13.213882
0.679170, 10.807434
0.681291, 8.484005
0.683413, 6.336438
0.685534, 4.446787
0.687656, 2.883252
0.689777, 1.697849
0.691899, 0.924868
0.694020, 0.580188
0.696142, 0.661350
0.698263, 1.148399
0.700385, 2.005391
0.702506, 3.182460
